Orig,Route String,Dest,Hours1,Hours2,Hours3,Type,Area,Altitude,Aircraft,Direction,Seq,DCNTR,ACNTR
VITOL,VITOL  OMSAT,OMSAT,,,,NAR,N161A: DIRECT,,,EASTBOUND,1,,
VITOL,VITOL GAYBL OMSAT,OMSAT,,,,NAR,N163A,,,EASTBOUND,2,,
VITOL,VITOL JAWZZ Q220 RIFLE Q439 BRIGS JIIMS4 PHL,PHL,,,,NAR,,,,WESTBOUND,1,,ZNY
VITOL,VITOL ACK Q430 RIFLE Q167 KALDA COUPN RDU POB,POB,,,,NAR,,,,WESTBOUND,1,,ZDC
VITOL,VITOL GAYBL PORTI,PORTI,,,,NAR,N131A,,,EASTBOUND,1,,
VITOL,VITOL  PORTI,PORTI,,,,NAR,N133A: DIRECT,,,EASTBOUND,2,,
VITOL,VITOL NANSO RAFIN,RAFIN,,,,NAR,N45D,,,EASTBOUND,1,,
VITOL,VITOL CARAC NANSO RAFIN,RAFIN,,,,NAR,N47C,,,EASTBOUND,2,,
VITOL,VITOL ACK Q430 RIFLE Q167 ZJAAY TAQLE2 RDU,RDU,,,,NAR,,,,WESTBOUND,1,,ZDC
VITOL,VITOL  RELIC,RELIC,,,,NAR,N101A: DIRECT,,,EASTBOUND,1,,
VITOL,VITOL GAYBL RELIC,RELIC,,,,NAR,N103A,,,EASTBOUND,2,,
VITOL,VITOL ACK Q430 SAAME J6 HVQ Q68 YOCKY LEDDL1 SDF,SDF,,,,NAR,,,,WESTBOUND,1,,ZID
VITOL,VITOL  SUPRY,SUPRY,,,,NAR,N73A: DIRECT,,,EASTBOUND,1,,
VITOL,VITOL GAYBL SUPRY,SUPRY,,,,NAR,N99A,,,EASTBOUND,2,,
VITOL,VITOL COPLY BOS NELIE T212 TRESA SWF,SWF,,,,NAR,,,,WESTBOUND,1,,ZNY
VITOL,VITOL COPLY BOS BAF MOBBS SAGES V489 COATE TEB,TEB,,,,NAR,,,,WESTBOUND,1,,ZNY
VITOL,VITOL ACK Q430 COPES Q75 TEUFL BAAMF DADES2 TPA,TPA,,,,NAR,,,,WESTBOUND,1,,ZMA
VITOL,VITOL JAWZZ Q220 RIFLE Q439 DRIFT T416 CYN WRI,WRI,,,,NAR,,,,WESTBOUND,1,,ZNY
VIYAP,VIYAP Q69 RICCS,RICCS,,,,HSD,,,,N BND,1,,
VNY,VNY VNY V186 PDZ AJO,AJO,,,,TEC,BUR VNY WHP TO CNO EMT REI L65 AJO ONT POC RAL RIR RIV SBD,PQ50,,BURP8,1,ZLA,ZLA
VNY,VNY VNY V186 ITSME V264 POM V197 PDZ AJO,AJO,,,,TEC,BUR VNY WHP TO CNO EMT REI L65 AJO ONT POC RAL RIR RIV SBD,JM70,,BURP9,2,ZLA,ZLA
VNY,VNY VNY V186 BAYJY V363 DANAH SXC AVX,AVX,,,,TEC,BUR VNY WHP TO AVX,PQ50,,BURP16,1,ZLA,ZLA
VNY,VNY TWINE V518 KIMMO V459 SLI V21 SXC AVX,AVX,,,,TEC,BUR VNY WHP TO AVX,JM90,,BURP17,2,ZLA,ZLA
VNY,VNY VNY V186 BAYJY V363 DANAH SXC AVX,AVX,,,,TEC,BUR VNY WHP TO AVX (LAXE),JM50,,BURP18,3,ZLA,ZLA
VNY,VNY VNY V186 ITSME V264 POM CCB,CCB,,,,TEC,BUR VNY WHP TO CCB,JM70PQ50,,BURP7,1,ZLA,ZLA
VNY,VNY FIM CMA,CMA,,,,TEC,BUR VNY WHP TO OXR CMA NTD,JMPQ40,,BURP38,1,ZLA,ZLA
VNY,VNY VNY V186 PDZ CNO,CNO,,,,TEC,BUR VNY WHP TO CNO EMT REI L65 AJO ONT POC RAL RIR RIV SBD,PQ50,,BURP8,1,ZLA,ZLA
VNY,VNY VNY V186 ITSME V264 POM V197 PDZ CNO,CNO,,,,TEC,BUR VNY WHP TO CNO EMT REI L65 AJO ONT POC RAL RIR RIV SBD,JM70,,BURP9,2,ZLA,ZLA
VNY,VNY VNY V186 ROBNN V458 OCN CRQ,CRQ,,,,TEC,BUR VNY WHP TO CRQ NFG NKX OKB,PQ70,,BURP26,1,ZLA,ZLA
VNY,VNY TWINE V518 KIMMO V459 SLI V23 OCN CRQ,CRQ,,,,TEC,BUR VNY WHP TO CRQ NFG NKX OKB,J110M90,,BURP27,2,ZLA,ZLA
VNY,VNY VNY V186 ROBNN V458 OCN CRQ,CRQ,,,,TEC,BUR VNY WHP TO CRQ NFG NKX OKB (LAXE),JM70,,BURP28,3,ZLA,ZLA
VNY,VNY VNY V186 PDZ EMT,EMT,,,,TEC,BUR VNY WHP TO CNO EMT REI L65 AJO ONT POC RAL RIR RIV SBD,PQ50,,BURP8,1,ZLA,ZLA
VNY,VNY VNY V186 ITSME V264 POM V197 PDZ EMT,EMT,,,,TEC,BUR VNY WHP TO CNO EMT REI L65 AJO ONT POC RAL RIR RIV SBD,JM70,,BURP9,2,ZLA,ZLA
VNY,VNY VNY V186 PDZ PDZ092/015 JESEX F70,F70,,,,TEC,BUR VNY WHP TO F70,PQ50,,BURP14,1,ZLA,ZLA
VNY,VNY VNY V186 ITSME V264 POM V197 PDZ JESEX F70,F70,,,,TEC,BUR VNY WHP TO F70,JM70,,BURP15,2,ZLA,ZLA
VNY,VNY VNY V186 ADAMM V394 SLI FUL,FUL,,,,TEC,BUR VNY WHP TO FUL SLI TOA (LAXE),JM50,,BURP22,1,ZLA,ZLA
VNY,VNY VNY V186 ADAMM V394 SLI FUL,FUL,,,,TEC,BUR VNY WHP TO LGB FUL SLI TOA,PQ50,,BURP19,2,ZLA,ZLA
VNY,VNY TWINE V518 KIMMO V459 SLI FUL,FUL,,,,TEC,BUR VNY WHP TO LGB SNA FUL SLI TOA,JM90,,BURP21,3,ZLA,ZLA
VNY,VNY VNY V186 ADAMM V394 SLI HHR,HHR,,,,TEC,BUR VNY WHP TO HHR (RWY25),PQ50,,BURP1,1,ZLA,ZLA
VNY,VNY VNY V186 ITSME V264 POM V394 SLI HHR,HHR,,,,TEC,BUR VNY WHP TO HHR,JM70,,BURP2,2,ZLA,ZLA
VNY,VNY VNY V186 ELMOO HHR,HHR,,,,TEC,BUR VNY WHP TO HHR (LAXE),JMPQ50,,BURP3,3,ZLA,ZLA
VNY,VNY VNY V186 NIKKL HUMAN HMT,HMT,,,,TEC,BUR VNY WHP TO HMT,PQ50,,BURP10,1,ZLA,ZLA
VNY,VNY VNY V186 ITSME V264 POM V197 PDZ HUMAN HMT,HMT,,,,TEC,BUR VNY WHP TO HMT,JM70,,BURP11,2,ZLA,ZLA
VNY,VNY VNY V186 PDZ L65,L65,,,,TEC,BUR VNY WHP TO CNO EMT REI L65 AJO ONT POC RAL RIR RIV SBD,PQ50,,BURP8,1,ZLA,ZLA
VNY,VNY VNY V186 ITSME V264 POM V197 PDZ L65,L65,,,,TEC,BUR VNY WHP TO CNO EMT REI L65 AJO ONT POC RAL RIR RIV SBD,JM70,,BURP9,2,ZLA,ZLA
VNY,VNY VNY V186 PURMS LAX,LAX,,,,TEC,BUR VNY WHP TO LAX,JMPQ50,,BURP4,5,ZLA,ZLA
VNY,VNY VNY SMO LAX,LAX,,,,TEC,BUR VNY WHP TO LAX (LAXE),JM50PQ40,,BURP5,6,ZLA,ZLA
VNY,VNY VNY V186 ADAMM V394 SLI LGB,LGB,,,,TEC,BUR VNY WHP TO LGB FUL SLI TOA,PQ50,,BURP19,1,ZLA,ZLA
VNY,VNY TWINE V518 KIMMO V459 SLI LGB,LGB,,,,TEC,BUR VNY WHP TO LGB SNA FUL SLI TOA,JM90,,BURP21,2,ZLA,ZLA
VNY,VNY VNY V186 ADAMM V394 SLI LGB,LGB,,,,TEC,BUR VNY WHP TO LGB (LAXE),M50,,BURP24,3,ZLA,ZLA
VNY,VNY VNY V186 ADAMM V394 SLI LGB,LGB,,,,TEC,BUR VNY WHP TO LGB (LAXE),J50,,BURP25,4,ZLA,ZLA
VNY,VNY VNY V186 HAILE V66 MZB MYF,MYF,,,,TEC,BUR VNY WHP TO MYF NRS NZY SAN SDM SEE,PQ90,,BURP29,1,ZLA,ZLA
VNY,VNY TWINE V518 KIMMO V459 SLI ALBAS CARDI MZB MYF,MYF,,,,TEC,BUR VNY WHP TO MYF NRS NZY SAN SDM SEE,J110,,BURP30B,2,ZLA,ZLA
VNY,VNY VNY V186 HAILE V66 MZB MYF,MYF,,,,TEC,BUR VNY WHP TO MYF NRS NZY SAN SDM SEE (LAXE),J110M90,,BURP31,3,ZLA,ZLA
VNY,VNY TWINE V518 KIMMO V459 SLI V23 KELPS MZB MYF,MYF,,,,TEC,BUR VNY WHP TO MYF NRS NZY SAN SDM SEE,M90,,BURP30A,4,ZLA,ZLA
VNY,VNY VNY V186 ROBNN V458 OCN NFG,NFG,,,,TEC,BUR VNY WHP TO CRQ NFG NKX OKB,PQ70,,BURP26,1,ZLA,ZLA
VNY,VNY TWINE V518 KIMMO V459 SLI V23 OCN NFG,NFG,,,,TEC,BUR VNY WHP TO CRQ NFG NKX OKB,J110M90,,BURP27,2,ZLA,ZLA
VNY,VNY VNY V186 ROBNN V458 OCN NFG,NFG,,,,TEC,BUR VNY WHP TO CRQ NFG NKX OKB (LAXE),JM70,,BURP28,3,ZLA,ZLA
VNY,VNY VNY V186 ROBNN V458 OCN NKX,NKX,,,,TEC,BUR VNY WHP TO CRQ NFG NKX OKB,PQ70,,BURP26,1,ZLA,ZLA
VNY,VNY TWINE V518 KIMMO V459 SLI V23 OCN NKX,NKX,,,,TEC,BUR VNY WHP TO CRQ NFG NKX OKB,J110M90,,BURP27,2,ZLA,ZLA
VNY,VNY VNY V186 ROBNN V458 OCN NKX,NKX,,,,TEC,BUR VNY WHP TO CRQ NFG NKX OKB (LAXE),JM70,,BURP28,3,ZLA,ZLA
VNY,VNY VNY V186 HAILE V66 MZB NRS,NRS,,,,TEC,BUR VNY WHP TO MYF NRS NZY SAN SDM SEE,PQ90,,BURP29,1,ZLA,ZLA
VNY,VNY TWINE V518 KIMMO V459 SLI ALBAS CARDI MZB NRS,NRS,,,,TEC,BUR VNY WHP TO MYF NRS NZY SAN SDM SEE,J110,,BURP30B,2,ZLA,ZLA
VNY,VNY VNY V186 HAILE V66 MZB NRS,NRS,,,,TEC,BUR VNY WHP TO MYF NRS NZY SAN SDM SEE (LAXE),J110M90,,BURP31,3,ZLA,ZLA
VNY,VNY TWINE V518 KIMMO V459 SLI V23 KELPS MZB NRS,NRS,,,,TEC,BUR VNY WHP TO MYF NRS NZY SAN SDM SEE,M90,,BURP30A,4,ZLA,ZLA
VNY,VNY FIM NTD,NTD,,,,TEC,BUR VNY WHP TO OXR CMA NTD,JMPQ40,,BURP38,1,ZLA,ZLA
VNY,VNY VNY V186 HAILE V66 MZB NZY,NZY,,,,TEC,BUR VNY WHP TO MYF NRS NZY SAN SDM SEE,PQ90,,BURP29,1,ZLA,ZLA
VNY,VNY TWINE V518 KIMMO V459 SLI ALBAS CARDI MZB NZY,NZY,,,,TEC,BUR VNY WHP TO MYF NRS NZY SAN SDM SEE,J110,,BURP30B,2,ZLA,ZLA
VNY,VNY VNY V186 HAILE V66 MZB NZY,NZY,,,,TEC,BUR VNY WHP TO MYF NRS NZY SAN SDM SEE (LAXE),J110M90,,BURP31,3,ZLA,ZLA
VNY,VNY TWINE V518 KIMMO V459 SLI V23 KELPS MZB NZY,NZY,,,,TEC,BUR VNY WHP TO MYF NRS NZY SAN SDM SEE,M90,,BURP30A,4,ZLA,ZLA
VNY,VNY VNY V186 ROBNN V458 OCN OKB,OKB,,,,TEC,BUR VNY WHP TO CRQ NFG NKX OKB,PQ70,,BURP26,1,ZLA,ZLA
VNY,VNY TWINE V518 KIMMO V459 SLI V23 OCN OKB,OKB,,,,TEC,BUR VNY WHP TO CRQ NFG NKX OKB,J110M90,,BURP27,2,ZLA,ZLA
VNY,VNY VNY V186 ROBNN V458 OCN OKB,OKB,,,,TEC,BUR VNY WHP TO CRQ NFG NKX OKB (LAXE),JM70,,BURP28,3,ZLA,ZLA
VNY,VNY VNY V186 PDZ ONT,ONT,,,,TEC,BUR VNY WHP TO CNO EMT REI L65 AJO ONT POC RAL RIR RIV SBD,PQ50,,BURP8,1,ZLA,ZLA
VNY,VNY VNY V186 ITSME V264 POM V197 PDZ ONT,ONT,,,,TEC,BUR VNY WHP TO CNO EMT REI L65 AJO ONT POC RAL RIR RIV SBD,JM70,,BURP9,2,ZLA,ZLA
VNY,VNY FIM OXR,OXR,,,,TEC,BUR VNY WHP TO OXR CMA NTD,JMPQ40,,BURP38,1,ZLA,ZLA
VNY,VNY VNY V186 PDZ POC,POC,,,,TEC,BUR VNY WHP TO CNO EMT REI L65 AJO ONT POC RAL RIR RIV SBD,PQ50,,BURP8,1,ZLA,ZLA
VNY,VNY VNY V186 ITSME V264 POM V197 PDZ POC,POC,,,,TEC,BUR VNY WHP TO CNO EMT REI L65 AJO ONT POC RAL RIR RIV SBD,JM70,,BURP9,2,ZLA,ZLA
VNY,VNY VNY V186 PDZ RAL,RAL,,,,TEC,BUR VNY WHP TO CNO EMT REI L65 AJO ONT POC RAL RIR RIV SBD,PQ50,,BURP8,1,ZLA,ZLA
VNY,VNY VNY V186 ITSME V264 POM V197 PDZ RAL,RAL,,,,TEC,BUR VNY WHP TO CNO EMT REI L65 AJO ONT POC RAL RIR RIV SBD,JM70,,BURP9,2,ZLA,ZLA
VNY,VNY VNY V186 PDZ REI,REI,,,,TEC,BUR VNY WHP TO CNO EMT REI L65 AJO ONT POC RAL RIR RIV SBD,PQ50,,BURP8,1,ZLA,
VNY,VNY VNY V186 ITSME V264 POM V197 PDZ REI,REI,,,,TEC,BUR VNY WHP TO CNO EMT REI L65 AJO ONT POC RAL RIR RIV SBD,JM70,,BURP9,2,ZLA,
VNY,VNY VNY V186 PDZ RIR,RIR,,,,TEC,BUR VNY WHP TO CNO EMT REI L65 AJO ONT POC RAL RIR RIV SBD,PQ50,,BURP8,1,ZLA,ZLA
VNY,VNY VNY V186 ITSME V264 POM V197 PDZ RIR,RIR,,,,TEC,BUR VNY WHP TO CNO EMT REI L65 AJO ONT POC RAL RIR RIV SBD,JM70,,BURP9,2,ZLA,ZLA
VNY,VNY VNY V186 PDZ RIV,RIV,,,,TEC,BUR VNY WHP TO CNO EMT REI L65 AJO ONT POC RAL RIR RIV SBD,PQ50,,BURP8,1,ZLA,ZLA
VNY,VNY VNY V186 ITSME V264 POM V197 PDZ RIV,RIV,,,,TEC,BUR VNY WHP TO CNO EMT REI L65 AJO ONT POC RAL RIR RIV SBD,JM70,,BURP9,2,ZLA,ZLA
VNY,VNY VNY V186 ROBNN V208 JLI RNM,RNM,,,,TEC,BUR VNY WHP TO RNM,PQ70,,BURP35,1,ZLA,ZLA
VNY,VNY TWINE V518 KIMMO V459 SLI V23 OCN V208 JLI RNM,RNM,,,,TEC,BUR VNY WHP TO RNM,JM90,,BURP36,2,ZLA,ZLA
VNY,VNY VNY V186 ROBNN V458 JLI RNM,RNM,,,,TEC,BUR VNY WHP TO RNM (LAXE),JM70,,BURP37,3,ZLA,ZLA
VNY,VNY VNY V186 HAILE V66 MZB SAN,SAN,,,,TEC,BUR VNY WHP TO MYF NRS NZY SAN SDM SEE,PQ90,,BURP29,1,ZLA,ZLA
VNY,VNY TWINE V518 KIMMO V459 SLI ALBAS CARDI MZB SAN,SAN,,,,TEC,BUR VNY WHP TO MYF NRS NZY SAN SDM SEE,J110,,BURP30B,2,ZLA,ZLA
VNY,VNY VNY V186 HAILE V66 MZB SAN,SAN,,,,TEC,BUR VNY WHP TO MYF NRS NZY SAN SDM SEE (LAXE),J110M90,,BURP31,3,ZLA,ZLA
VNY,VNY VNY V186 BAYJY V363 DANAH V165 SARGS SAN,SAN,,,,TEC,BUR VNY WHP TO SAN (SANE),PQ50,,BURP32,4,ZLA,ZLA
VNY,VNY TWINE V518 KIMMO V459 SLI V165 SARGS SAN,SAN,,,,TEC,BUR VNY WHP TO SAN (SANE),J110M90,,BURP33,5,ZLA,ZLA
VNY,VNY V186 POM164 V25 REDIN V165 SARGS SAN,SAN,,,,TEC,BUR VNY WHP TO SAN (SANE) (LAXE),JM70,,BURP34,6,ZLA,ZLA
VNY,VNY TWINE V518 KIMMO V459 SLI V23 KELPS MZB SAN,SAN,,,,TEC,BUR VNY WHP TO MYF NRS NZY SAN SDM SEE,M90,,BURP30A,7,ZLA,ZLA
VNY,VNY FIM V186 DEANO V27 KWANG SBA,SBA,,,,TEC,BUR VNY WHP TO SBA,JMPQ60,,BURP39,1,ZLA,ZLA
VNY,VNY VNY V186 PDZ SBD,SBD,,,,TEC,BUR VNY WHP TO CNO EMT REI L65 AJO ONT POC RAL RIR RIV SBD,PQ50,,BURP8,1,ZLA,ZLA
VNY,VNY VNY V186 ITSME V264 POM V197 PDZ SBD,SBD,,,,TEC,BUR VNY WHP TO CNO EMT REI L65 AJO ONT POC RAL RIR RIV SBD,JM70,,BURP9,2,ZLA,ZLA
VNY,VNY VNY V186 HAILE V66 MZB SDM,SDM,,,,TEC,BUR VNY WHP TO MYF NRS NZY SAN SDM SEE,PQ90,,BURP29,1,ZLA,ZLA
VNY,VNY TWINE V518 KIMMO V459 SLI ALBAS CARDI MZB SDM,SDM,,,,TEC,BUR VNY WHP TO MYF NRS NZY SAN SDM SEE,J110,,BURP30B,2,ZLA,ZLA
VNY,VNY VNY V186 HAILE V66 MZB SDM,SDM,,,,TEC,BUR VNY WHP TO MYF NRS NZY SAN SDM SEE (LAXE),J110M90,,BURP31,3,ZLA,ZLA
VNY,VNY TWINE V518 KIMMO V459 SLI V23 KELPS MZB SDM,SDM,,,,TEC,BUR VNY WHP TO MYF NRS NZY SAN SDM SEE,M90,,BURP30A,4,ZLA,ZLA
VNY,VNY VNY V186 HAILE V66 MZB SEE,SEE,,,,TEC,BUR VNY WHP TO MYF NRS NZY SAN SDM SEE,PQ90,,BURP29,1,ZLA,ZLA
VNY,VNY TWINE V518 KIMMO V459 SLI ALBAS CARDI MZB SEE,SEE,,,,TEC,BUR VNY WHP TO MYF NRS NZY SAN SDM SEE,J110,,BURP30B,2,ZLA,ZLA
VNY,VNY VNY V186 HAILE V66 MZB SEE,SEE,,,,TEC,BUR VNY WHP TO MYF NRS NZY SAN SDM SEE (LAXE),J110M90,,BURP31,3,ZLA,ZLA
VNY,VNY TWINE V518 KIMMO V459 SLI V23 KELPS MZB SEE,SEE,,,,TEC,BUR VNY WHP TO MYF NRS NZY SAN SDM SEE,M90,,BURP30A,4,ZLA,ZLA
VNY,VNY VNY V186 ADAMM V394 SLI SLI,SLI,,,,TEC,BUR VNY WHP TO FUL SLI TOA (LAXE),JM50,,BURP22,1,ZLA,ZLA
VNY,VNY VNY V186 ADAMM V394 SLI SLI,SLI,,,,TEC,BUR VNY WHP TO LGB FUL SLI TOA,PQ50,,BURP19,2,ZLA,ZLA
VNY,VNY TWINE V518 KIMMO V459 SLI SLI,SLI,,,,TEC,BUR VNY WHP TO LGB SNA FUL SLI TOA,JM90,,BURP21,3,ZLA,ZLA
VNY,VNY VNY V186 DARTS SMO,SMO,,,,TEC,BUR VNY WHP TO SMO,JMPQ50,,BURP6,1,ZLA,ZLA
VNY,VNY TWINE V518 KIMMO V459 SLI SNA,SNA,,,,TEC,BUR VNY WHP TO LGB SNA FUL SLI TOA,JM90,,BURP21,1,ZLA,ZLA
VNY,VNY VNY V186 BAYJY V363 POXKU V8 SLI SNA,SNA,,,,TEC,BUR VNY WHP TO SNA,PQ50,,BURP20,2,ZLA,ZLA
VNY,VNY VNY V186 BAYJY V363 POXKU V8 SLI SNA,SNA,,,,TEC,BUR VNY WHP TO SNA (LAXE),JM50,,BURP23,3,ZLA,ZLA
VNY,VNY VNY V186 ADAMM V394 SLI TOA,TOA,,,,TEC,BUR VNY WHP TO FUL SLI TOA (LAXE),JM50,,BURP22,1,ZLA,ZLA
VNY,VNY VNY V186 ADAMM V394 SLI TOA,TOA,,,,TEC,BUR VNY WHP TO LGB FUL SLI TOA,PQ50,,BURP19,2,ZLA,ZLA
VNY,VNY TWINE V518 KIMMO V459 SLI TOA,TOA,,,,TEC,BUR VNY WHP TO LGB SNA FUL SLI TOA,JM90,,BURP21,3,ZLA,ZLA
VPS,VPS CEW PIGON VUZ J151 FAM FTZ TRTLL6 ORD,ORD,,,,H,,,,,1,ZJX,ZAU
VRB,VRB MATLK Q87 JROSS JOHAR Q109 DFENC SAWED Q97 BYSEL RADDS Q439 SARDI CCC DPK FRG,FRG,1000-0300,,,H,,,,,1,ZMA,ZNY
VUZ,VUZ WASER VANZE3 MEM,MEM,MONDAY-FRIDAY,,,SHD,TRAFFIC ENTERING MEMPHIS ARTCC SOUTH OF J118,,RNAV ONLY,SOUTHEAST,2,,ZME
WAALT,WAALT Y289 DULEE,DULEE,,,,HSD,WATER,,,S BND,1,,
WAALT,WAALT AR17 VKZ,VKZ,,,,HSD,WATER,,,S BND,1,,
WHALE,WHALE LARIE Q220 RIFLE Q167 ZIZZI KNUKK ATR LAFLN SPISY2 ADW,ADW,,,,NAR,,,,WESTBOUND,1,,ZDC
WHALE,WHALE BOS BAF Q448 PTW J48 MOL FLASK OZZZI1 ATL,ATL,,,,NAR,,,,WESTBOUND,1,,ZTL
WHALE,WHALE BOS BAF Q406 BWZ J6 HVQ Q68 LITTR TXK BROBB WINDU SEWZY6 AUS,AUS,,,,NAR,,,,WESTBOUND,1,,ZHU
WHALE,WHALE BOS T303 GRAYM WITNY BDL,BDL,,,,NAR,,,,WESTBOUND,1,,ZBW
WHALE,WHALE SCUPP BED,BED,,,,NAR,,,,WESTBOUND,1,,ZBW
WHALE,WHALE BOS BAF Q406 BWZ J6 HVQ Q68 YOCKY GROAT PASLY4 BNA,BNA,,,,NAR,,,,WESTBOUND,1,,ZME
WHALE,WHALE OOSHN OOSHN5 BOS,BOS,,,,NAR,,,,WESTBOUND,1,,ZBW
WHALE,WHALE  BUDAR,BUDAR,,,,NAR,N339A: DIRECT,,,EASTBOUND,1,,
WHALE,WHALE SCOTS BUDAR,BUDAR,,,,NAR,N341A,,,EASTBOUND,2,,
WHALE,WHALE ACADN BUDAR,BUDAR,,,,NAR,N343A,,,EASTBOUND,3,,
WHALE,WHALE BOS Q75 MXE NUGGY TRISH4 BWI,BWI,,,,NAR,,,,WESTBOUND,1,,ZDC
WHALE,WHALE  CARAC,CARAC,,,,NAR,,,,EASTBOUND,1,,
WHALE,WHALE  CARAC,CARAC,,,,NAR,N23A: DIRECT,,,EASTBOUND,2,,
WHALE,WHALE ACK Q430 RIFLE HEADI Q97 SAWED DFENC Q109 JOHAR AMYLU AMYLU3 CHS,CHS,,,,NAR,,,,WESTBOUND,1,,ZJX
WHALE,WHALE ACK Q430 COPES Q75 GVE AIROW CHSLY6 CLT,CLT,,,,NAR,,,,WESTBOUND,1,,ZTL
WHALE,WHALE BOS CTR HNK J49 PSB MAULL KODIE SAVVI TIGRR4 CVG,CVG,,,,NAR,,,,WESTBOUND,1,,ZID
WHALE,WHALE BOS BAF Q406 BWZ J6 HVQ Q68 LITTR FEWWW SEEVR4 DFW,DFW,,,,NAR,,,,WESTBOUND,1,,ZFW
WHALE,WHALE LARIE Q220 RIFLE Q439 BRIGS SIE DOV,DOV,,,,NAR,,,,WESTBOUND,1,,ZDC
WHALE,WHALE CAM Q822 GONZZ DONEO TPGUN2 DTW,DTW,,,,NAR,,,,WESTBOUND,1,,ZOB
WHALE,WHALE SCOTS ELSIR,ELSIR,,,,NAR,N309A,,,EASTBOUND,1,,
WHALE,WHALE ACADN ELSIR,ELSIR,,,,NAR,N311A,,,EASTBOUND,2,,
WHALE,WHALE  ELSIR,ELSIR,,,,NAR,N313A: DIRECT,,,EASTBOUND,3,,
WHALE,WHALE COPLY BOS NELIE FLOSI4 EWR,EWR,,,,NAR,,,,WESTBOUND,1,,ZNY
WHALE,WHALE ACK Q430 RIFLE Q167 KALDA COUPN RDU FAY,FAY,,,,NAR,,,,WESTBOUND,1,,ZDC
WHALE,WHALE ACK Q430 RIFLE HEADI Q97 KALDA Q133 CHIEZ Y291 MAJIK CUUDA3 FLL,FLL,,,,NAR,,,,WESTBOUND,1,,ZMA
WHALE,WHALE LFV SEY ARCAV ORCHA FOK,FOK,,,,NAR,,,,WESTBOUND,1,,ZNY
WHALE,WHALE ACK Q430 COPES Q75 GVE FUBLL JUNNR4 GSP,GSP,,,,NAR,,,,WESTBOUND,1,,ZTL
WHALE,WHALE COPLY BOS NELIE VALRE VALRE5 HPN,HPN,,,,NAR,,,,WESTBOUND,1,,ZNY
WHALE,WHALE BOS BAF HYPER9 IAD,IAD,,,,NAR,,,,WESTBOUND,1,,ZDC
WHALE,WHALE BOS BAF Q448 PTW J48 CSN FANPO Q40 AEX DOOBI2 IAH,IAH,,,,NAR,,,,WESTBOUND,1,,ZHU
WHALE,WHALE  IBERG,IBERG,,,,NAR,N279A: DIRECT,,,EASTBOUND,1,,
WHALE,WHALE SCOTS IBERG,IBERG,,,,NAR,N281A,,,EASTBOUND,2,,
WHALE,WHALE ACADN IBERG,IBERG,,,,NAR,N283A,,,EASTBOUND,3,,
WHALE,WHALE LOMPI JAROM,JAROM,,,,NAR,,,,EASTBOUND,1,,
WHALE,WHALE GAYBL LOMPI JAROM,JAROM,,,,NAR,N35B,,,EASTBOUND,2,,
WHALE,WHALE PLYMM PARCH4 JFK,JFK,,,,NAR,,,,WESTBOUND,1,,ZNY
WHALE,WHALE  JOOPY,JOOPY,,,,NAR,N251A: DIRECT,,,EASTBOUND,1,,
WHALE,WHALE SCOTS JOOPY,JOOPY,,,,NAR,N273A,,,EASTBOUND,2,,
WHALE,WHALE ACK Q430 RIFLE HEADI Q97 KALDA Q131 WAALT Y289 BAHAA HIBAC ALYNA4 MCO,MCO,,,,NAR,,,,WESTBOUND,1,,ZJX
WHALE,WHALE BOS BAF Q406 BWZ J6 HVQ Q68 RAMRD BLUZZ5 MEM,MEM,,,,NAR,,,,WESTBOUND,1,,ZME
WHALE,WHALE ACK Q430 RIFLE HEADI Q97 KALDA Q101 SKARP Y313 HOAGG BNFSH2 MIA,MIA,,,,NAR,,,,WESTBOUND,1,,ZMA
WHALE,WHALE ACK Q430 RIFLE HEADI Q97 SAWED MOXXY Q85 LPERD OMN BITHO7 MLB,MLB,,,,NAR,,,,WESTBOUND,1,,ZJX
WHALE,WHALE BOS BAF Q448 PTW J48 CSN FANPO Q40 NIOLA MERDN TRSSH1 MSY,MSY,,,,NAR,,,,WESTBOUND,1,,ZHU
WHALE,WHALE  MUSAK,MUSAK,,,,NAR,N223A: DIRECT,,,EASTBOUND,1,,
WHALE,WHALE GAYBL MUSAK,MUSAK,,,,NAR,N241A,,,EASTBOUND,2,,
WHALE,WHALE SCOTS MUSAK,MUSAK,,,,NAR,N243A,,,EASTBOUND,3,,
WHALE,WHALE  NICSO,NICSO,,,,NAR,N193A: DIRECT,,,EASTBOUND,1,,
WHALE,WHALE GAYBL NICSO,NICSO,,,,NAR,N215A,,,EASTBOUND,2,,
WHALE,WHALE SCOTS NICSO,NICSO,,,,NAR,N217A,,,EASTBOUND,3,,
WHALE,WHALE  OMSAT,OMSAT,,,,NAR,N165A: DIRECT,,,EASTBOUND,1,,
WHALE,WHALE GAYBL OMSAT,OMSAT,,,,NAR,N167A,,,EASTBOUND,2,,
WHALE,WHALE LARIE Q220 RIFLE Q439 BRIGS JIIMS4 PHL,PHL,,,,NAR,,,,WESTBOUND,1,,ZNY
WHALE,WHALE BOS CTR HNK KONJE SLT HAYNZ7 PIT,PIT,,,,NAR,,,,WESTBOUND,1,,ZOB
WHALE,WHALE ACK Q430 RIFLE Q167 KALDA COUPN RDU POB,POB,,,,NAR,,,,WESTBOUND,1,,ZDC
